GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JGAlgo - Core,com.jgalgo.internal.ds,ObjPairingHeap.Node,0,17,0,0,0,7,0,4,0,4
JGAlgo - Core,com.jgalgo.internal.ds,SubtreeMergeFindMinImpl.NodeImpl,0,48,1,3,0,15,1,6,0,5
JGAlgo - Core,com.jgalgo.internal.ds,SubtreeMergeFindMinImpl.EdgeList,0,10,0,0,0,2,0,1,0,1
JGAlgo - Core,com.jgalgo.internal.ds,UnionFind,0,7,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeBuilderImpl,31,107,5,13,6,22,6,9,1,5
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayInt.MinEdgeRes,0,16,0,0,0,6,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,DoubleBinarySearchTrees.Node,4,6,0,0,1,3,1,1,1,1
JGAlgo - Core,com.jgalgo.internal.ds,DoubleObjPairingHeap.Node,0,26,0,0,0,10,0,6,0,6
JGAlgo - Core,com.jgalgo.internal.ds,IndexHeapObj,5,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplay.MinEdgeRes,0,15,0,0,0,6,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,IntIntRedBlackTree.Node,0,20,0,0,0,7,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,ReferenceableHeap.new ReferenceableHeap.Builder() {...},26,49,12,12,5,11,8,6,0,2
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticComparator,50,14,2,0,8,2,7,2,6,2
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticLinearAbstract.PreProcessor,0,413,0,30,0,57,0,21,0,6
JGAlgo - Core,com.jgalgo.internal.ds,RedBlackTreeExtension.Int,0,23,0,0,0,6,0,4,0,4
JGAlgo - Core,com.jgalgo.internal.ds,IndexPairingHeapDouble,12,266,4,20,0,77,4,20,0,12
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjFibonacciHeap.Node,0,22,0,0,0,8,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticPowerOf2Table,6,34,1,5,1,8,1,4,0,2
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayIntExtended.SplayImplWithExtensions,0,32,0,2,0,7,0,3,0,2
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjRedBlackTree.Node,0,20,0,0,0,7,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,Trees,0,53,0,10,0,20,0,6,0,1
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjReferenceableHeap,0,67,0,10,0,17,0,10,0,5
JGAlgo - Core,com.jgalgo.internal.ds,ObjPairingHeap,20,454,9,41,0,135,9,33,0,17
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjSplayTree.BaseNode,3,4,0,0,1,2,1,1,1,1
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjPairingHeap.Node,0,29,0,0,0,11,0,6,0,6
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayIntExtended.Node,0,9,0,0,0,4,0,2,0,2
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayExtension.ExtensionData.Int,12,24,0,0,4,8,2,4,2,4
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjRedBlackTree,88,919,22,136,8,251,26,96,4,39
JGAlgo - Core,com.jgalgo.internal.ds,IntIntBinomialHeap,28,895,13,143,5,196,14,86,1,21
JGAlgo - Core,com.jgalgo.internal.ds,Heap.Builder,10,0,0,0,2,0,2,0,2,0
JGAlgo - Core,com.jgalgo.internal.ds,IntIntBinomialHeap.Node,0,22,0,0,0,8,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticLinearAbstract.DataStructure,57,174,1,15,10,30,2,10,1,3
JGAlgo - Core,com.jgalgo.internal.ds,IntIntBinarySearchTree,0,8,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticLinearAbstract.PaddedComparator,0,31,0,6,0,7,0,5,0,2
JGAlgo - Core,com.jgalgo.internal.ds,DoubleIntPairingHeap,20,454,9,41,0,135,9,33,0,17
JGAlgo - Core,com.jgalgo.internal.ds,DoubleIntPairingHeap.Node,0,22,0,0,0,8,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,BinarySearchTrees,64,280,18,52,16,75,14,30,0,9
JGAlgo - Core,com.jgalgo.internal.ds,SplitFindMinArray,54,445,9,55,17,99,7,36,1,10
JGAlgo - Core,com.jgalgo.internal.ds,Trees.PreOrderIter,0,61,0,8,0,20,0,9,0,5
JGAlgo - Core,com.jgalgo.internal.ds,IntIntSplayTree.BaseNode,3,4,0,0,1,2,1,1,1,1
JGAlgo - Core,com.jgalgo.internal.ds,LinkedListFixedSize.Doubly.Iter,0,36,0,2,0,10,0,5,0,4
JGAlgo - Core,com.jgalgo.internal.ds,BinarySearchTrees.NeighborType.new BinarySearchTrees.NeighborType() {...},0,10,0,0,0,3,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplay,54,489,17,45,7,110,18,29,1,15
JGAlgo - Core,com.jgalgo.internal.ds,BinarySearchTrees.NeighborType.new BinarySearchTrees.NeighborType() {...},0,10,0,0,0,3,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,BinarySearchTrees.NeighborType.new BinarySearchTrees.NeighborType() {...},0,9,0,0,0,3,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,HeapBinary.It,0,33,0,2,0,6,0,4,0,3
JGAlgo - Core,com.jgalgo.internal.ds,RMQStatic.new RMQStatic.Builder() {...},27,33,6,3,6,8,6,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayInt.SplayNode,8,61,2,4,0,19,2,13,0,12
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticCartesianTrees.PreProcessor,5,172,0,14,1,35,1,11,1,4
JGAlgo - Core,com.jgalgo.internal.ds,UnionFindPtr.Elm,0,12,0,0,0,5,0,1,0,1
JGAlgo - Core,com.jgalgo.internal.ds,RedBlackTreeExtension.ExtensionData.Obj,0,36,0,0,0,12,0,6,0,6
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplay.SplayNode,8,61,2,4,0,19,2,13,0,12
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjPairingHeap,20,454,9,41,0,135,9,33,0,17
JGAlgo - Core,com.jgalgo.internal.ds,IndexPairingHeapBase,5,239,3,27,0,55,3,28,0,16
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjSplayTree.SplayImpl,4,117,1,21,0,36,1,15,0,5
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayInt.SplayImplWithRelativeWeights,4,172,1,19,0,31,1,12,0,3
JGAlgo - Core,com.jgalgo.internal.ds,RedBlackTreeExtended,70,328,8,24,11,53,9,20,3,10
JGAlgo - Core,com.jgalgo.internal.ds,HeapBinary,111,365,15,45,22,91,11,33,2,12
JGAlgo - Core,com.jgalgo.internal.ds,Heap,8,6,0,0,2,2,2,2,2,2
JGAlgo - Core,com.jgalgo.internal.ds,ObjBinarySearchTrees,6,320,3,63,3,102,3,37,0,7
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayExtended.Node,0,9,0,0,0,4,0,2,0,2
JGAlgo - Core,com.jgalgo.internal.ds,IntBinarySearchTrees,6,320,3,63,3,102,3,37,0,7
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjFibonacciHeap,28,867,12,110,2,222,13,73,1,24
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjBinomialHeap,28,904,13,143,5,198,14,86,1,21
JGAlgo - Core,com.jgalgo.internal.ds,SplitFindMin,0,13,0,0,0,3,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,SubtreeMergeFindMinImpl.EdgeNode,4,16,0,0,1,7,1,2,1,2
JGAlgo - Core,com.jgalgo.internal.ds,IntIntRedBlackTree,94,913,22,136,9,250,27,95,5,38
JGAlgo - Core,com.jgalgo.internal.ds,LinkedListFixedSize.Singly.new IterTools.IterPeekable.Int() {...},5,35,0,2,2,7,1,4,1,3
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticPlusMinusOne.PreProcessor,5,128,0,12,1,19,1,10,1,4
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayExtended,26,208,4,16,6,32,5,14,1,8
JGAlgo - Core,com.jgalgo.internal.ds,IntReferenceableHeap,5,52,0,10,1,13,1,8,1,3
JGAlgo - Core,com.jgalgo.internal.ds,ObjReferenceableHeap,5,53,0,10,1,13,1,8,1,3
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayExtended.SplayImplWithExtensions,0,32,0,2,0,7,0,3,0,2
JGAlgo - Core,com.jgalgo.internal.ds,IntIntSplayTree.SplayBSTNode,0,20,0,0,0,7,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,IntPairingHeap.Node,0,13,0,0,0,5,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,SubtreeMergeFindMin,4,5,0,0,1,1,1,1,1,1
JGAlgo - Core,com.jgalgo.internal.ds,RedBlackTreeExtended.Node,0,19,0,0,0,6,0,4,0,4
JGAlgo - Core,com.jgalgo.internal.ds,UnionFindValue,10,11,1,1,2,3,2,2,1,2
JGAlgo - Core,com.jgalgo.internal.ds,LinkedListFixedSize.Singly,14,37,2,0,3,10,3,5,2,5
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjBinomialHeap.Itr,0,61,0,8,0,13,0,7,0,3
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjBinarySearchTree,0,8,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.internal.ds,DoubleBinarySearchTrees,6,320,3,63,3,102,3,37,0,7
JGAlgo - Core,com.jgalgo.internal.ds,SubtreeMergeFindMinImpl,18,826,5,87,2,158,5,60,0,19
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTree,0,4,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayExtension.TreeSize,4,107,1,7,0,23,1,10,0,7
JGAlgo - Core,com.jgalgo.internal.ds,DoubleObjBinarySearchTree,0,8,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTree.Builder,6,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo.internal.ds,UnionFindPtr,99,161,14,20,17,38,14,14,3,8
JGAlgo - Core,com.jgalgo.internal.ds,ObjObjSplayTree.SplayBSTNode,0,20,0,0,0,7,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,IndexPairingHeap,12,225,4,20,0,70,4,19,0,11
JGAlgo - Core,com.jgalgo.internal.ds,PairingHeapBase,8,123,2,22,0,40,2,17,0,7
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplay.SplayImplWithRelativeWeights,4,172,1,19,0,31,1,12,0,3
JGAlgo - Core,com.jgalgo.internal.ds,PairingHeapBase.NodeBase,0,4,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.internal.ds,IntIntFibonacciHeap,28,856,12,110,2,220,13,73,1,24
JGAlgo - Core,com.jgalgo.internal.ds,DoubleIntReferenceableHeap,5,62,0,10,1,16,1,9,1,4
JGAlgo - Core,com.jgalgo.internal.ds,DoubleObjReferenceableHeap,5,62,0,10,1,16,1,9,1,4
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticPowerOf2Table.DSu16,37,184,2,14,5,25,2,9,1,2
JGAlgo - Core,com.jgalgo.internal.ds,HeapAbstract,0,44,0,4,0,11,0,6,0,4
JGAlgo - Core,com.jgalgo.internal.ds,DoubleObjRedBlackTree.Node,0,20,0,0,0,7,0,5,0,5
JGAlgo - Core,com.jgalgo.internal.ds,SubtreeMergeFindMinImpl.Edge,8,21,0,0,1,8,1,4,1,4
JGAlgo - Core,com.jgalgo.internal.ds,ObjBinarySearchTrees.Node,0,16,0,0,0,7,0,3,0,3
JGAlgo - Core,com.jgalgo.internal.ds,RedBlackTreeExtension,7,6,0,0,7,3,7,1,7,1
JGAlgo - Core,com.jgalgo.internal.ds,IndexPairingHeapObj,12,270,4,20,0,77,4,20,0,12
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticLinearAbstract.PreProcessor.new Object() {...},0,9,0,0,0,2,0,1,0,1
JGAlgo - Core,com.jgalgo.internal.ds,SplitFind,4,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo.internal.ds,DynamicTreeSplayExtension,14,40,2,4,2,11,2,4,0,3
JGAlgo - Core,com.jgalgo.internal.ds,RMQStaticPowerOf2Table.DSu08,37,184,2,14,5,25,2,9,1,2
JGAlgo - Core,com.jgalgo.internal.ds,RMQStatics,10,10,3,3,2,2,4,1,1,1
JGAlgo - Core,com.jgalgo.alg,MatchingAlgoBase.MinimumBased,0,20,0,2,0,4,0,3,0,2
JGAlgo - Core,com.jgalgo.alg,Matchings.ObjMatchingFromIndexMatching,4,70,0,0,1,13,1,8,1,8
JGAlgo - Core,com.jgalgo.alg,HamiltonianPathRubin.IterDirected,29,1155,10,116,0,234,10,65,0,12
JGAlgo - Core,com.jgalgo.alg,MaximalCliquesEnumeratorBronKerboschPivot.new Iterator() {...},30,544,8,50,4,106,8,32,0,11
JGAlgo - Core,com.jgalgo.alg,Path,0,240,0,12,0,61,0,13,0,7
JGAlgo - Core,com.jgalgo.alg,FlowCirculationPushRelabel.WorkerInt,20,536,6,62,2,95,6,32,0,4
JGAlgo - Core,com.jgalgo.alg,KVertexConnectedComponentsAlgos.ObjResultFromIndexResult,15,25,0,0,4,7,1,4,1,4
JGAlgo - Core,com.jgalgo.alg,PageRank.Predecessors.Iter,0,50,0,2,0,9,0,6,0,5
JGAlgo - Core,com.jgalgo.alg,MaximumFlowPushRelabel.Worker.ActiveOrderPolicyImpl.FIFO,0,26,0,2,0,7,0,5,0,4
JGAlgo - Core,com.jgalgo.alg,MaximumFlowPushRelabel.Worker.DischargePolicyImpl.PartialAugmentDouble,60,483,15,59,0,86,15,27,0,5
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorDynamicGabowSimple.VertexImpl,14,144,3,19,1,25,3,20,1,11
JGAlgo - Core,com.jgalgo.alg,ShortestPathAllPairsUtils.IntResultFromIndexResult,0,47,0,0,0,8,0,3,0,3
JGAlgo - Core,com.jgalgo.alg,CoresAlgos.ObjResultFromIndexResult,0,48,0,0,0,9,0,6,0,6
JGAlgo - Core,com.jgalgo.alg,KEdgeConnectedComponentsAlgo,4,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorOfflineUnionFind,4,354,1,27,0,69,1,17,0,4
JGAlgo - Core,com.jgalgo.alg,CoresAlgos.IndexResult,5,376,8,36,1,60,8,25,0,11
JGAlgo - Core,com.jgalgo.alg,ShortestPathAllPairsUtils.IndexResult.AllVertices,0,34,0,0,0,9,0,3,0,3
JGAlgo - Core,com.jgalgo.alg,TreePathMaxima,20,23,1,1,5,6,3,1,2,1
JGAlgo - Core,com.jgalgo.alg,MatchingAlgo,0,7,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,ShortestPathSingleSourceBellmanFord,0,456,0,52,0,95,0,28,0,2
JGAlgo - Core,com.jgalgo.alg,MatchingWeightedBlossomV.Tree.5.new Iterator() {...},16,87,4,12,0,20,4,8,0,4
JGAlgo - Core,com.jgalgo.alg,Paths.IndexPath.IterUndirected,0,63,0,0,0,16,0,6,0,6
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorStaticAbstract.ObjDsFromIndexDs,0,27,0,0,0,5,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,MinimumEdgeCutUtils.AbstractImplAllST,0,62,0,2,0,15,0,4,0,3
JGAlgo - Core,com.jgalgo.alg,MinimumSpanningTrees.ObjResultFromIndexResult,0,19,0,0,0,5,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,MaximumFlows.WithoutResidualGraph.Worker,4,172,1,11,1,28,1,10,0,5
JGAlgo - Core,com.jgalgo.alg,IMatching,0,22,0,2,0,4,0,4,0,3
JGAlgo - Core,com.jgalgo.alg,TopologicalOrderAlgoImpl.Res,3,55,2,6,1,10,2,5,0,3
JGAlgo - Core,com.jgalgo.alg,ShortestPathSingleSourceDial,5,151,1,13,1,36,1,9,0,3
JGAlgo - Core,com.jgalgo.alg,MinimumEdgeCutSTBase,0,106,0,4,0,25,0,4,0,2
JGAlgo - Core,com.jgalgo.alg,VertexCoverUtils.AbstractImpl,0,34,0,2,0,9,0,3,0,2
JGAlgo - Core,com.jgalgo.alg,IPath,0,274,0,24,0,73,0,21,0,9
JGAlgo - Core,com.jgalgo.alg,MaximumFlowPushRelabel.Worker.ActiveOrderPolicyImpl.LowestFirst,12,72,2,8,1,15,2,9,0,6
JGAlgo - Core,com.jgalgo.alg,MinimumVertexCutUtils.AbstractImplST,0,58,0,4,0,12,0,4,0,2
JGAlgo - Core,com.jgalgo.alg,MaximumFlowPushRelabel.Worker.ActiveOrderPolicyImpl.MoveToFront,9,120,2,12,2,31,2,13,0,8
JGAlgo - Core,com.jgalgo.alg,MinimumCostFlows.AbstractImplBasedSourceSink,6,1138,5,103,0,229,5,68,0,19
JGAlgo - Core,com.jgalgo.alg,MatchingCardinalityGabow1976,0,618,0,50,0,120,0,28,0,3
JGAlgo - Core,com.jgalgo.alg,EdgeCoverCardinality,0,128,0,16,0,21,0,10,0,2
JGAlgo - Core,com.jgalgo.alg,ShortestPathSTBidirectionalBfs,6,335,2,40,2,73,2,24,0,5
JGAlgo - Core,com.jgalgo.alg,IsomorphismTesterBase,4,134,3,21,0,18,3,17,0,8
JGAlgo - Core,com.jgalgo.alg,VertexScoringImpl.ResultImpl,0,11,0,0,0,4,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,StronglyConnectedComponentsAlgo,0,7,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,ShortestPathSingleSourceUtils.IndexResult,14,188,4,18,1,51,4,16,0,9
JGAlgo - Core,com.jgalgo.alg,ShortestPathSingleSourceGoldberg.Diagnostics,29,5,6,0,7,5,6,5,1,5
JGAlgo - Core,com.jgalgo.alg,ChinesePostmanBase,9,22,1,1,2,6,1,1,0,1
JGAlgo - Core,com.jgalgo.alg,EdgeCoverBase,0,31,0,2,0,8,0,2,0,1
JGAlgo - Core,com.jgalgo.alg,DominatingSetAlgoBase,0,33,0,2,0,8,0,2,0,1
JGAlgo - Core,com.jgalgo.alg,TreePathMaximaUtils,13,195,4,22,1,42,5,14,1,5
JGAlgo - Core,com.jgalgo.alg,KVertexConnectedComponentsAlgo.IResult,0,5,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo.alg,RandomWalkIters.UnweightedIndexIter,4,129,1,9,0,21,1,8,0,4
JGAlgo - Core,com.jgalgo.alg,ConnectedComponentsUtils,3,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo.alg,CyclesEnumeratorBase,0,24,0,2,0,5,0,3,0,2
JGAlgo - Core,com.jgalgo.alg,VertexBiPartitions.Impl,100,519,33,69,10,100,28,38,6,9
JGAlgo - Core,com.jgalgo.alg,Matchings.SuperImpl,26,145,5,19,5,38,4,14,0,6
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorDynamicGabowSimple,67,710,18,90,3,128,18,54,0,18
JGAlgo - Core,com.jgalgo.alg,TreePathMaximaHagerup.Worker,25,1369,13,87,2,252,13,50,0,13
JGAlgo - Core,com.jgalgo.alg,RandomWalkIter.Int,0,7,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,BfsIterImpl.ObjBfsFromIndexBfs,0,40,0,0,0,10,0,5,0,5
JGAlgo - Core,com.jgalgo.alg,MinimumEdgeCutGlobalStoerWagner,34,274,9,33,1,70,9,16,0,4
JGAlgo - Core,com.jgalgo.alg,HamiltonianPathRubin.IterBase,4,366,1,27,0,66,1,25,0,12
JGAlgo - Core,com.jgalgo.alg,ColoringGreedy,0,106,0,6,0,25,0,6,0,3
JGAlgo - Core,com.jgalgo.alg,TopologicalOrderAlgoImpl,0,103,0,12,0,26,0,8,0,2
JGAlgo - Core,com.jgalgo.alg,ShortestPathAllPairsUtils.IndexResult.Undirected,8,132,2,10,0,27,2,10,0,6
JGAlgo - Core,com.jgalgo.alg,MinimumSpanningTrees,4,21,1,3,0,5,1,3,0,2
JGAlgo - Core,com.jgalgo.alg,MaximumFlow.new MaximumFlow.Builder() {...},60,8,13,1,16,3,12,2,1,2
JGAlgo - Core,com.jgalgo.alg,TspMetricMSTAppx,8,114,2,8,0,25,2,6,0,3
JGAlgo - Core,com.jgalgo.alg,ShortestPathAllPairsJohnson.Res.VerticesSubset,0,67,0,2,0,14,0,5,0,4
JGAlgo - Core,com.jgalgo.alg,CoresAlgoImpl,12,422,3,49,0,86,3,27,0,4
JGAlgo - Core,com.jgalgo.alg,ShortestPathAllPairsUtils.IndexResult.Directed,8,113,2,8,0,26,2,8,0,5
JGAlgo - Core,com.jgalgo.alg,TreePathMaxima.IResult,0,5,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo.alg,CyclesEnumerator,7,7,0,0,2,1,2,1,2,1
JGAlgo - Core,com.jgalgo.alg,ClosuresEnumeratorBase,0,27,0,2,0,6,0,3,0,2
JGAlgo - Core,com.jgalgo.alg,TreePathMaximaUtils.ResultImpl,0,15,0,0,0,5,0,3,0,3
JGAlgo - Core,com.jgalgo.alg,ClosuresEnumeratorSchrageBaker,0,267,0,26,0,50,0,18,0,5
JGAlgo - Core,com.jgalgo.alg,MaximumFlowPushRelabelDynamicTrees.WorkerDouble.Vertex,0,8,0,0,0,3,0,1,0,1
JGAlgo - Core,com.jgalgo.alg,FlowCirculationPushRelabel.Worker,0,112,1,9,0,26,1,8,0,4
JGAlgo - Core,com.jgalgo.alg,DistanceMeasuresImpl.IntMeasuresFromIndexMeasures,0,42,0,0,0,9,0,6,0,6
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorStaticRMQ,0,164,0,10,0,43,0,7,0,2
JGAlgo - Core,com.jgalgo.alg,ShortestPathUtils,0,42,0,0,0,2,0,4,0,4
JGAlgo - Core,com.jgalgo.alg,Matching,46,80,10,8,11,18,7,3,0,1
JGAlgo - Core,com.jgalgo.alg,ConnectedComponentsUtils.AbstractWeaklyConnectedComponentsAlgo,5,30,1,3,0,7,1,4,0,3
JGAlgo - Core,com.jgalgo.alg,KShortestPathsSTKatohIbarakiMine,0,41,0,0,0,10,0,4,0,4
JGAlgo - Core,com.jgalgo.alg,HamiltonianPathRubin.IterDirected.new IntIterator() {...},0,32,0,2,0,6,0,4,0,3
JGAlgo - Core,com.jgalgo.alg,KVertexConnectedComponentsAlgo.Result,0,8,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo.alg,ClosuresEnumerator,0,61,0,10,0,12,0,8,0,3
JGAlgo - Core,com.jgalgo.alg,MaximumFlowPushRelabel.Worker.DischargePolicyImpl.SingleStepDouble,20,475,6,64,0,75,6,34,0,5
JGAlgo - Core,com.jgalgo.alg,BfsIter.Int,0,13,0,2,0,3,0,3,0,2
JGAlgo - Core,com.jgalgo.alg,ShortestPathHeuristicST,7,0,0,0,2,0,2,0,2,0
JGAlgo - Core,com.jgalgo.alg,MinimumDirectedSpanningTreeTarjan.ContractedGraph,0,18,0,0,0,7,0,1,0,1
JGAlgo - Core,com.jgalgo.alg,TreePathMaxima.new TreePathMaxima.Builder() {...},32,0,2,0,9,0,4,0,3,0
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorStaticAbstract.IntDsFromIndexDs,0,27,0,0,0,5,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,MinimumSpanningTreeBoruvka.Res,0,12,0,0,0,5,0,1,0,1
JGAlgo - Core,com.jgalgo.alg,VoronoiAlgo.IResult,0,33,0,4,0,6,0,6,0,4
JGAlgo - Core,com.jgalgo.alg,TreePathMaximaUtils.IndexQueriesFromObjQueries,16,32,0,0,4,7,2,4,2,4
JGAlgo - Core,com.jgalgo.alg,SteinerTreeAlgoBase,4,67,3,7,0,16,3,5,0,3
JGAlgo - Core,com.jgalgo.alg,ShortestPathHeuristicST.new ShortestPathHeuristicST.Builder() {...},41,0,6,0,10,0,6,0,3,0
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorDynamicGabowLongs.Vertex1,15,60,3,5,1,12,3,6,1,4
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorDynamicGabowLongs.Vertex0,6,58,2,4,0,12,2,5,0,4
JGAlgo - Core,com.jgalgo.alg,PageRank.Predecessors,0,162,0,14,0,34,0,9,0,2
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorDynamicGabowLongs.Vertex2,0,16,0,0,0,7,0,4,0,4
JGAlgo - Core,com.jgalgo.alg,ShortestPathAllPairsUtils.IndexResultFromSSSP,0,6,0,0,0,3,0,1,0,1
JGAlgo - Core,com.jgalgo.alg,MaximumFlowEdmondsKarp,0,27,0,2,0,4,0,3,0,2
JGAlgo - Core,com.jgalgo.alg,KShortestPathsST.new KShortestPathsST.Builder() {...},19,70,4,9,4,20,4,7,0,3
JGAlgo - Core,com.jgalgo.alg,ShortestPathSingleSourceDijkstra,6,260,0,22,2,64,1,15,1,4
JGAlgo - Core,com.jgalgo.alg,HamiltonianPathRubin.IterUndirected,38,1203,11,131,1,228,11,75,0,15
JGAlgo - Core,com.jgalgo.alg,TreePathMaximaUtils.IntResultFromIndexResult,0,26,0,0,0,7,0,3,0,3
JGAlgo - Core,com.jgalgo.alg,EdgeCover,32,143,4,22,8,27,7,10,3,1
JGAlgo - Core,com.jgalgo.alg,MatchingWeightedBlossomV,26,263,6,20,0,44,6,13,0,6
JGAlgo - Core,com.jgalgo.alg,BipartiteGraphs,0,305,0,48,0,72,0,32,0,8
JGAlgo - Core,com.jgalgo.alg,MaximumFlowEdmondsKarp.WorkerInt,44,319,11,31,1,66,11,22,1,11
JGAlgo - Core,com.jgalgo.alg,MinimumEdgeCutST,0,5,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo.alg,LowestCommonAncestorOffline.IQueries,0,21,0,0,0,5,0,4,0,4
JGAlgo - Core,com.jgalgo.alg,MinimumSpanningTreePrim,12,335,3,37,3,85,4,22,1,5
JGAlgo - Core,com.jgalgo.alg,MatchingWeightedGabow1990Abstract,9,30,0,2,1,7,0,4,0,3
JGAlgo - Core,com.jgalgo.alg,KShortestPathsSTPathsTreeBased.Node,4,32,1,1,0,12,1,2,0,2
JGAlgo - Core,com.jgalgo.alg,MinimumMeanCycleBase,0,31,0,2,0,8,0,2,0,1
JGAlgo - Core,com.jgalgo.alg,MatchingWeightedBlossomV.Worker.2.new Iterator() {...},0,32,0,2,0,7,0,4,0,3
JGAlgo - Core,com.jgalgo.alg,ShortestPathAllPairsFloydWarshall,0,459,0,50,0,81,0,31,0,6
JGAlgo - Core,com.jgalgo.alg,TreePathMaximaHagerup,0,24,0,0,0,7,0,3,0,3
JGAlgo - Core,com.jgalgo.alg,Matchings.IndexMatching,16,347,9,57,1,57,10,37,1,13
JGAlgo - Core,com.jgalgo.alg,HamiltonianPathAlgoBase.CycleBased,28,469,15,55,0,81,15,26,0,6
JGAlgo - Core,com.jgalgo.alg,BiConnectedComponentsAlgoHopcroftTarjan.new Object() {...},0,16,0,0,0,2,0,1,0,1
